0.000000000000000000e+00,1.012500238779926676e+00
5.005005005005004962e-03,9.256405906282069163e-01
1.001001001001000992e-02,9.032796788515151665e-01
1.501501501501501488e-02,8.951346964145788787e-01
2.002002002002001985e-02,8.711298358205890047e-01
2.502502502502502307e-02,6.513443069382802708e-01
3.003003003003002977e-02,6.058671187080584275e-01
3.503503503503503647e-02,4.705088156325795690e-01
4.004004004004003969e-02,2.933991084294726992e-01
4.504504504504504292e-02,1.402339570100040456e-01
5.005005005005004615e-02,-9.817857630266528524e-02
5.505505505505505631e-02,-1.746664740008961880e-01
6.006006006006005954e-02,-2.026339576012798904e-01
6.506506506506506970e-02,-4.040042887380694836e-01
7.007007007007007293e-02,-5.726633784488157630e-01
7.507507507507507616e-02,-6.722645265569918704e-01
8.008008008008007939e-02,-7.573452146430513787e-01
8.508508508508508261e-02,-7.415804462862378710e-01
9.009009009009008584e-02,-8.919833623963149272e-01
9.509509509509508907e-02,-9.388248942391417273e-01
1.001001001001000923e-01,-9.515884189228885903e-01
1.051051051051051094e-01,-8.491853552890522572e-01
1.101101101101101126e-01,-8.184569841724679273e-01
1.151151151151151159e-01,-8.409773258791833905e-01
1.201201201201201191e-01,-7.380149674110884073e-01
1.251251251251251362e-01,-7.027515941927785503e-01
1.301301301301301394e-01,-6.278034671514844955e-01
1.351351351351351426e-01,-4.463289874221430531e-01
1.401401401401401459e-01,-2.529779090293042820e-01
1.451451451451451491e-01,-1.017519410908309385e-01
1.501501501501501523e-01,1.674824984371421285e-02
1.551551551551551555e-01,1.652453014541169496e-01
1.601601601601601588e-01,3.050500286517440762e-01
1.651651651651651620e-01,4.548730281052146829e-01
1.701701701701701652e-01,5.431814097460964108e-01
1.751751751751751685e-01,6.936428170988371278e-01
1.801801801801801717e-01,7.621395623631872507e-01
1.851851851851851749e-01,7.468230439151787303e-01
1.901901901901901781e-01,8.866785680638268330e-01
1.951951951951951814e-01,9.488395175124707537e-01
2.002002002002001846e-01,8.932766278155853668e-01
2.052052052052052156e-01,9.055254738788609536e-01
2.102102102102102188e-01,7.713118270859894432e-01
2.152152152152152220e-01,8.030665373697953857e-01
2.202202202202202252e-01,7.484169836300677003e-01
2.252252252252252285e-01,6.247087444992610594e-01
2.302302302302302317e-01,4.252562466336829994e-01
2.352352352352352349e-01,3.269475909798446045e-01
2.402402402402402382e-01,3.254824852000309798e-01
2.452452452452452414e-01,1.174953043877821068e-01
2.502502502502502724e-01,-1.188266286170499078e-02
2.552552552552552756e-01,-1.116232031689584348e-01
2.602602602602602788e-01,-2.527565892793055546e-01
2.652652652652652820e-01,-4.665449837849354187e-01
2.702702702702702853e-01,-5.616703587611588944e-01
2.752752752752752885e-01,-6.251349669790057240e-01
2.802802802802802917e-01,-7.770953133565641213e-01
2.852852852852852950e-01,-7.904843199868033521e-01
2.902902902902902982e-01,-8.523766450825656094e-01
2.952952952952953014e-01,-8.403709638993218656e-01
3.003003003003003046e-01,-7.993072024398800712e-01
3.053053053053053079e-01,-9.132408132151333957e-01
3.103103103103103111e-01,-8.419706827474955357e-01
3.153153153153153143e-01,-7.291137319355831536e-01
3.203203203203203175e-01,-5.798279819931724255e-01
3.253253253253253208e-01,-6.217185989619573583e-01
3.303303303303303240e-01,-5.513650685444633215e-01
3.353353353353353272e-01,-3.614098536026916220e-01
3.403403403403403304e-01,-2.327457284845595997e-01
3.453453453453453337e-01,-1.684670192077489248e-01
3.503503503503503369e-01,3.060212785611723940e-02
3.553553553553553401e-01,8.286034457010729715e-02
3.603603603603603434e-01,2.707525259322735023e-01
3.653653653653653466e-01,4.160875018645275314e-01
3.703703703703703498e-01,5.613747130161792498e-01
3.753753753753753530e-01,6.163987285901001423e-01
